,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Todo De Ti","Rauw Alejandro",6479413,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
2,Yonaguni,"Bad Bunny",5978316,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
3,"Qué Más Pues?","J Balvin",4636183,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e
4,"AM Remix","Nio Garcia",4123689,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
5,"Botella Tras Botella","Gera MX",4117115,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
6,"Pareja Del Año","Sebastian Yatra",3435491,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
7,"Volando - Remix",Mora,2844966,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
8,DÁKITI,"Bad Bunny",2690987,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
9,Beggin',Måneskin,2673999,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
10,Sobrio,Maluma,2656580,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
11,"Tiroteo - Remix","Marc Seguí",2631940,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
12,Mónaco,LAGOS,2544194,https://open.spotify.com/track/3HgvO4B5LLmdPOT2d8cSZd
13,París,Ingratax,2480479,https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3
14,"Poblado - Remix","J Balvin",2262246,https://open.spotify.com/track/1WedZeiezCmCEOzLwhx0hV
15,Fiel,"Los Legendarios",2211721,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
16,2/Catorce,"Rauw Alejandro",2146620,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
17,"911 - Remix",Sech,2083782,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
18,"Fiel - Remix",Wisin,2009012,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7
19,"Ya Acabo","Marca MP",2007084,https://open.spotify.com/track/4H3t8C59tXjKf1R2iKtc5M
20,Miénteme,TINI,1974058,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
21,"Porte Exuberante","Natanael Cano",1968465,https://open.spotify.com/track/4DdnffqoFr9wDRlCACNmGf
22,"EL MAKINON","KAROL G",1934805,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
23,Hawái,Maluma,1774737,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
24,"Sal y Perrea",Sech,1735480,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
25,Pepas,Farruko,1683037,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k
26,"Kiss Me More (feat. SZA)","Doja Cat",1675739,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
27,512,Mora,1675711,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
28,"In Da Getto","J Balvin",1653612,https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ
29,telepatía,"Kali Uchis",1644822,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
30,"El Tóxico","Grupo Firme",1637418,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
31,Bandido,"Myke Towers",1606044,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
32,"LA NOCHE DE ANOCHE","Bad Bunny",1584250,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
33,"Ram Pam Pam","Natti Natasha",1561369,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
34,AM,"Nio Garcia",1546592,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
35,"Entre Nosotros","Tiago PZK",1545478,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
36,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",1463173,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
37,BICHOTA,"KAROL G",1447965,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
38,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1435240,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
39,"Aquí Abajo","Christian Nodal",1427357,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG
40,Saturno,"Pablo Alborán",1416259,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz
