,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,telepatía,"Kali Uchis",5044703,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
2,DÁKITI,"Bad Bunny",4798328,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
3,BICHOTA,"KAROL G",4293750,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
4,Bandido,"Myke Towers",4039460,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
5,"LA NOCHE DE ANOCHE","Bad Bunny",3526810,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
6,Hawái,Maluma,2959167,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
7,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",2853456,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
8,"Save Your Tears","The Weeknd",2800058,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
9,Reloj,"Rauw Alejandro",2747708,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
10,"Ella No Es Tuya - Remix","Rochy RD",2306639,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
11,"Algo Mágico","Rauw Alejandro",2272150,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
12,"Hecha Pa' Mi",Boza,2251955,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
13,"Blinding Lights","The Weeknd",2146259,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
14,Fiel,"Los Legendarios",2079997,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
15,"Ropa Cara",Camilo,2009957,https://open.spotify.com/track/2zY1iTaEgs8ROkkWtWLe7l
16,"Relación - Remix",Sech,2008947,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
17,"TE MUDASTE","Bad Bunny",2007609,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
18,"Mi Niña",Wisin,1926619,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
19,LOCATION,"KAROL G",1858174,https://open.spotify.com/track/5Km4r87BoX2qqtoprYS1gh
20,"Hasta Abajo","Kevin Roldan",1847133,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
21,"Más De La Una","Piso 21",1808506,https://open.spotify.com/track/69Y5IZuBvGyzySFt5x7kCq
22,"La Nota","Manuel Turizo",1797814,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
23,"Cabrón y Vago - En Vivo","El Fantasma",1786583,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU
24,"Se Te Nota (with Guaynaa)","Lele Pons",1775270,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
25,"La Tóxica",Farruko,1748792,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
26,"Parce (feat. Justin Quiles)",Maluma,1739877,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
27,"Aquí Abajo","Christian Nodal",1707973,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG
28,"GIRL LIKE ME","Black Eyed Peas",1671534,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
29,"El Tóxico","Grupo Firme",1650401,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
30,"Dime Cómo Quieres","Christian Nodal",1636038,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
31,"Chica Ideal","Sebastian Yatra",1617591,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
32,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1615524,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
33,"drivers license","Olivia Rodrigo",1565152,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
34,"Machu Picchu",Camilo,1527146,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
35,"La Curiosidad","Jay Wheeler",1507537,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
36,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1455058,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
37,"Pa' Olvidarme De Ella","Piso 21",1454442,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
38,"Vida de Rico",Camilo,1420470,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
39,BEBÉ,Camilo,1419274,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
40,"Calla Tú","Danna Paola",1380011,https://open.spotify.com/track/7jL2tCE0Xn2tunqWayBkte
41,"BOOKER T","Bad Bunny",1374042,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
42,"La Casita","Banda MS de Sergio Lizárraga",1368651,https://open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ
43,911,Sech,1361576,https://open.spotify.com/track/2TksvaRivgAEj780DgRB73
44,"Me La Avente","Carin Leon",1357601,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
45,"De Los Besos Que Te Di","Christian Nodal",1286897,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
46,"2 Veces","Los Plebes del Rancho de Ariel Camacho",1282377,https://open.spotify.com/track/2G5kj8gYNAVM4pQ0IBBaGA
47,"LA CANCIÓN","J Balvin",1274054,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
48,Tusa,"KAROL G",1272198,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
49,"EL POETA",Humbe,1263685,https://open.spotify.com/track/2fIPEgY8CJ4hh5UDZa2lB9
50,Duele,"Alejandro Fernández",1229218,https://open.spotify.com/track/6CFaze42M5wiTqMidNtJLE
51,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,1201419,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
52,"Don't Start Now","Dua Lipa",1194513,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
53,"Mi Cuarto","Jerry Di",1192106,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
54,"No Te Enamores - Remix",Milly,1161731,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
55,"Ponte Pa' Mi","Justin Quiles",1156210,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR
56,"Ramito De Violetas","Mi Banda El Mexicano",1131663,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
57,"Ahora Te Puedes Marchar","Luis Miguel",1128541,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
58,Azul,"J Balvin",1125997,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
59,"Agua de Jamaica",Maluma,1121628,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
60,"Ay, DiOs Mío!","KAROL G",1113329,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
61,Tú,"Carin Leon",1105764,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
62,"No Me Conoce - Remix","Jhay Cortez",1094006,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
63,"Mi Tío Snoop",Aleman,1090706,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6
64,Jeans,"Justin Quiles",1087279,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
65,"Palabra de Hombre","El Fantasma",1086447,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
66,"Se Me Olvidó","Christian Nodal",1084053,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
67,"Tattoo - Remix with Camilo","Rauw Alejandro",1068156,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
68,"Watermelon Sugar","Harry Styles",1065578,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
69,"Dámelo To’ (feat. Myke Towers)","Selena Gomez",1058946,https://open.spotify.com/track/36CiGk9oRdwTnBDMgKEfjl
