,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Pepas,Farruko,5106570,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k
2,"Todo De Ti","Rauw Alejandro",5037798,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
3,Yonaguni,"Bad Bunny",4641130,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
4,Volví,Aventura,4020584,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
5,"Qué Más Pues?","J Balvin",3594148,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e
6,"A La Antigüita","Calibre 50",3511576,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
7,"Botella Tras Botella","Gera MX",3416048,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
8,Sobrio,Maluma,3307210,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
9,"STAY (with Justin Bieber)","The Kid LAROI",3238494,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
10,París,Ingratax,3194788,https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3
11,"AM Remix","Nio Garcia",3027970,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
12,"Tiroteo - Remix","Marc Seguí",2771016,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
13,"Pareja Del Año","Sebastian Yatra",2671096,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
14,Mónaco,LAGOS,2618792,https://open.spotify.com/track/3HgvO4B5LLmdPOT2d8cSZd
15,"Ya Acabo","Marca MP",2586292,https://open.spotify.com/track/4H3t8C59tXjKf1R2iKtc5M
16,"In Da Getto","J Balvin",2563863,https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ
17,DÁKITI,"Bad Bunny",2412988,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
18,Beggin',Måneskin,2280077,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
19,"Cuidando El Territorio","Calibre 50",2252018,https://open.spotify.com/track/64ImcY4fJhY243wr20SR3e
20,Miénteme,TINI,2213019,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
21,"Volando - Remix",Mora,2105194,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
22,"Don't Be Shy",Tiësto,2033997,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
23,"Entre Nosotros","Tiago PZK",2017123,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
24,"Ya Supérame (En Vivo)","Grupo Firme",1971154,https://open.spotify.com/track/6HIIuuUIEzH1meVdGbMXyf
25,Cúrame,"Rauw Alejandro",1927039,https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I
26,"911 - Remix",Sech,1915169,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
27,"El Tóxico","Grupo Firme",1869809,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
28,"Porte Exuberante","Natanael Cano",1849917,https://open.spotify.com/track/4DdnffqoFr9wDRlCACNmGf
29,"Debo Entender","Santa Fe Klan",1831087,https://open.spotify.com/track/55mzJ0LftLnef8sxAjrMkU
30,"Life Goes On","Oliver Tree",1797925,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
31,"Se Me Olvidó","Gera MX",1791784,https://open.spotify.com/track/7xLYLM5K6S1TwiSdfuhZQg
32,"Poblado - Remix","J Balvin",1726756,https://open.spotify.com/track/1WedZeiezCmCEOzLwhx0hV
33,Hawái,Maluma,1668034,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
34,Fiel,"Los Legendarios",1657129,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
35,"Todo Va a Estar Bien","Santa Fe Klan",1557008,https://open.spotify.com/track/3XjRIN9vEt35lm1iStPcgq
36,"Take My Breath","The Weeknd",1542279,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
37,"EL MAKINON","KAROL G",1523894,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
38,"Se Amerita","Junior H",1495710,https://open.spotify.com/track/3pQYf90V5idOGrXzosm9rt
39,2/Catorce,"Rauw Alejandro",1492607,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
40,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",1486129,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
41,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1484992,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
42,"La Curiosidad","Jay Wheeler",1417388,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
43,Woman,"Doja Cat",1406530,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
44,"LA NOCHE DE ANOCHE","Bad Bunny",1345919,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
45,Perfecta,Reik,1341031,https://open.spotify.com/track/6VOb0Kkrd45Bp5RHYSla2J
46,"La Casita","Banda MS de Sergio Lizárraga",1324196,https://open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ
47,"Bad Habits","Ed Sheeran",1316301,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
48,"Fuentes de Ortiz","Ed Maverick",1281582,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
49,Loquita,Reik,1276587,https://open.spotify.com/track/2OTULPNeQUkwQ0tNzcG7tj
50,"En Tu Perra Vida","Grupo Firme",1263317,https://open.spotify.com/track/0ldT3gl7aGNzrJyd4b1CA4
51,"Gracias - En Vivo","Grupo Firme",1257598,https://open.spotify.com/track/2XlGKZNMkRKvEJsbwQ6MCl
52,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",1249403,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
53,"Butter (feat. Megan Thee Stallion)",BTS,1246004,https://open.spotify.com/track/3JR0ducCexKbeK47g6AHm5
54,"Kiss Me More (feat. SZA)","Doja Cat",1233492,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
55,"LA CANCIÓN","J Balvin",1230301,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
56,"200 COPAS","KAROL G",1217622,https://open.spotify.com/track/0aZnyTWJNgdzYoOiaW8HKG
57,Bandido,"Myke Towers",1214641,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
58,"Ma Vie (feat. Yay)","Kidd Keo",1211064,https://open.spotify.com/track/6UU24wuWgGwuSBAxDH866Z
59,"Aquí Abajo","Christian Nodal",1210880,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG
60,"999 (with Camilo)","Selena Gomez",1210421,https://open.spotify.com/track/0EtuSDTRJYUwlPf4y6coIz
61,"Sal y Perrea",Sech,1207981,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
62,BICHOTA,"KAROL G",1189311,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
63,"Need To Know","Doja Cat",1184307,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
64,"Blinding Lights","The Weeknd",1178765,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
65,telepatía,"Kali Uchis",1175415,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
66,"Fiel - Remix",Wisin,1169190,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7
67,"Te Ire A Buscar","Santa Fe Klan",1161330,https://open.spotify.com/track/3elpkpwYlmUbuvmVps08lJ
68,Saturno,"Pablo Alborán",1159129,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz
69,Loco,"Justin Quiles",1148598,https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72
70,"good 4 u","Olivia Rodrigo",1144967,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
71,"Dueles Tan Bien",Bruses,1143770,https://open.spotify.com/track/75ncCwXqalTnnl6t1ruQRq
72,AM,"Nio Garcia",1138359,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
73,"Cabrón y Vago - En Vivo","El Fantasma",1137880,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU
74,512,Mora,1134322,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
75,"El Bélico","El Fantasma",1133791,https://open.spotify.com/track/50pkO56KXHoH53sVPRSbZ3
76,Butter,BTS,1132160,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
77,"Tan Bonita","Piso 21",1128672,https://open.spotify.com/track/6mm3K0yWp6uzfOMuipM9Zh
78,Fulanito,"Becky G",1093169,https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg
79,"Grandes Ligas","Lupillo Rivera",1081448,https://open.spotify.com/track/06IceO7e9isF3nX3y7dOTe
80,Ella,"Junior H",1077602,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq
81,"Me Rehúso","Danny Ocean",1075186,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
82,"A Tu Merced","Bad Bunny",1058168,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
83,"Todas Mueren por Mí","Cartel De Santa",1057990,https://open.spotify.com/track/3p2KYoBgxUaaoJzXUToM8a
84,Amnesia,"La Santa Grifa",1052331,https://open.spotify.com/track/3T0DeQvOtdqd7Yo3t2Ig3N
85,"Que Esta Pasando","Fuerza Regida",1039292,https://open.spotify.com/track/26xQbFpVg8JCT5NKQFJXg8
86,PSL,Sech,1037568,https://open.spotify.com/track/6o4Gciys1ZIOQ2kDGnvKdm
87,Tú,"Carin Leon",1018159,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
88,Brillas,"León Larregui",1009390,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
89,"Ahora Te Puedes Marchar","Luis Miguel",993580,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
90,"Ramito De Violetas","Mi Banda El Mexicano",982782,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
91,"Ram Pam Pam","Natti Natasha",969849,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
92,Amapolas,"Leo Rizzi",967857,https://open.spotify.com/track/0z5yLgBmAtaylDYrgwzlpH
93,"Bombos y Tarolas","Cartel De Santa",967798,https://open.spotify.com/track/5MyEACD2kRFeh231Z6FkdE
94,"Jugaste y Sufrí","Eslabon Armado",965452,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
95,"De Los Besos Que Te Di","Christian Nodal",961703,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
96,"No Me Conoce - Remix","Jhay Cortez",959056,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
97,"Sexo Virtual","Rauw Alejandro",956726,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3
98,"TE MUDASTE","Bad Bunny",956600,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
99,"KESI - Remix",Camilo,954859,https://open.spotify.com/track/0IqCoZ168iRc9LqfrYgpZy
100,"I WANNA BE YOUR SLAVE",Måneskin,951092,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
101,"Si Te Pudiera Mentir","Calibre 50",945155,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
102,"MONTERO (Call Me By Your Name)","Lil Nas X",942110,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
103,"La Botella","Justin Quiles",917022,https://open.spotify.com/track/6GPBXtnSepHovJi1uD1Ggj
104,"Palabra de Hombre","El Fantasma",901466,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
105,Tranquilito,"Gerardo Ortiz",900030,https://open.spotify.com/track/2LJRoFOtMGLnSxJqlJuhge
106,"Permission to Dance",BTS,893021,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
107,"Si Estuviésemos Juntos","Bad Bunny",891436,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
108,"Hasta la Miel Amarga (feat. Grupo Firme)","Luis Angel ""El Flaco""",887421,https://open.spotify.com/track/3D3W7rDsuJIAtjInwh6Moc
109,"Cerrando Ciclos","Banda MS de Sergio Lizárraga",883689,https://open.spotify.com/track/3fBJNawfhtgCmo58trRK2z
110,Callaita,"Bad Bunny",879816,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
111,traitor,"Olivia Rodrigo",878317,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
112,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",875180,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
113,Reloj,"Rauw Alejandro",875039,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
114,Vete,"Bad Bunny",874751,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
115,Toketeo,"Ghetto Kids",873012,https://open.spotify.com/track/0pRgURvgp75RPKjTGQodau
116,"El Güero (Feat. Marca MP)","Grupo Firme",869583,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
117,"2 Veces","Los Plebes del Rancho de Ariel Camacho",867656,https://open.spotify.com/track/4cV6ld7uIs906zOwNscoBM
