,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Todo De Ti","Rauw Alejandro",9486896,https://open.spotify.com/track/4fSIb4hdOQ151TILNsSEaF
2,Yonaguni,"Bad Bunny",8177405,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
3,"Botella Tras Botella","Gera MX",5694418,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
4,"Pareja Del Año","Sebastian Yatra",4508684,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
5,"Qué Más Pues?","J Balvin",4374429,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e
6,AM,"Nio Garcia",3561030,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
7,DÁKITI,"Bad Bunny",3217461,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
8,Fiel,"Los Legendarios",3097646,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
9,2/Catorce,"Rauw Alejandro",3002627,https://open.spotify.com/track/71R8HJxQk5qMiRstrlXN9t
10,"Fiel - Remix",Wisin,2610413,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7
11,"EL MAKINON","KAROL G",2577710,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
12,Bandido,"Myke Towers",2410194,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
13,"Porte Exuberante","Natanael Cano",2293019,https://open.spotify.com/track/4DdnffqoFr9wDRlCACNmGf
14,telepatía,"Kali Uchis",2227361,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
15,"LA NOCHE DE ANOCHE","Bad Bunny",2161617,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
16,"good 4 u","Olivia Rodrigo",1999592,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
17,Reloj,"Rauw Alejandro",1950761,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
18,Poblado,Crissin,1950282,https://open.spotify.com/track/7xT1n5JKpB0bMPh6FL589e
19,"Ya Acabo","Marca MP",1920551,https://open.spotify.com/track/4H3t8C59tXjKf1R2iKtc5M
20,"Kiss Me More (feat. SZA)","Doja Cat",1881241,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
21,Hawái,Maluma,1858386,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
22,Butter,BTS,1834530,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
23,911,Sech,1800668,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX
24,"MONTERO (Call Me By Your Name)","Lil Nas X",1773680,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
25,Saturno,"Pablo Alborán",1736879,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz
26,BICHOTA,"KAROL G",1725683,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
27,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",1707042,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
28,"Levitating (feat. DaBaby)","Dua Lipa",1693776,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
29,"El Tóxico","Grupo Firme",1688239,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
30,512,Mora,1672419,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
31,"Tan Bonita","Piso 21",1662331,https://open.spotify.com/track/6mm3K0yWp6uzfOMuipM9Zh
32,"Ram Pam Pam","Natti Natasha",1650145,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
33,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",1644562,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
34,"Aquí Abajo","Christian Nodal",1629975,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG
35,"Algo Mágico","Rauw Alejandro",1605397,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
36,"Leave The Door Open","Bruno Mars",1581690,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
37,"Grandes Ligas","Lupillo Rivera",1563236,https://open.spotify.com/track/06IceO7e9isF3nX3y7dOTe
38,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1535174,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
39,"Sal y Perrea",Sech,1497695,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
40,"Cabrón y Vago - En Vivo","El Fantasma",1454781,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU
41,"Blinding Lights","The Weeknd",1430901,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
42,"2 Veces","Los Plebes del Rancho de Ariel Camacho",1426401,https://open.spotify.com/track/4cV6ld7uIs906zOwNscoBM
43,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1413712,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
