,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Todo De Ti","Rauw Alejandro",8259751,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
2,Yonaguni,"Bad Bunny",7746259,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
3,"AM Remix","Nio Garcia",5403640,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
4,"Qué Más Pues?","J Balvin",5369822,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e
5,"Botella Tras Botella","Gera MX",4711141,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
6,"Pareja Del Año","Sebastian Yatra",3960756,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
7,DÁKITI,"Bad Bunny",3192232,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
8,Beggin',Måneskin,2918299,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
9,"Nicky Jam: Bzrp Music Sessions, Vol. 41",Bizarrap,2701239,https://open.spotify.com/track/03LfOYi0icz4souspZVVhq
10,2/Catorce,"Rauw Alejandro",2688818,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
11,Fiel,"Los Legendarios",2574389,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
12,"Fiel - Remix",Wisin,2428962,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7
13,"Poblado - Remix","J Balvin",2421630,https://open.spotify.com/track/1WedZeiezCmCEOzLwhx0hV
14,"Porte Exuberante","Natanael Cano",2347322,https://open.spotify.com/track/4DdnffqoFr9wDRlCACNmGf
15,"EL MAKINON","KAROL G",2281922,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
16,"good 4 u","Olivia Rodrigo",1990490,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
17,"Ya Acabo","Marca MP",1962618,https://open.spotify.com/track/4H3t8C59tXjKf1R2iKtc5M
