,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Fiel,"Los Legendarios",4745749,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
2,telepatía,"Kali Uchis",4214564,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
3,DÁKITI,"Bad Bunny",4013649,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
4,Bandido,"Myke Towers",3432973,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
5,"LA NOCHE DE ANOCHE","Bad Bunny",3094169,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
6,BICHOTA,"KAROL G",2963155,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
7,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",2521601,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
8,Hawái,Maluma,2514890,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
9,"Save Your Tears","The Weeknd",2497641,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
10,Reloj,"Rauw Alejandro",2424506,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
11,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",2251556,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
12,911,Sech,2192670,https://open.spotify.com/track/2TksvaRivgAEj780DgRB73
13,"Algo Mágico","Rauw Alejandro",2143127,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
14,"Ella No Es Tuya - Remix","Rochy RD",2032870,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
15,"Hecha Pa' Mi",Boza,1991879,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
16,"Blinding Lights","The Weeknd",1834629,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
17,"El Tóxico","Grupo Firme",1778421,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
18,"Mi Niña",Wisin,1748836,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
19,"Relación - Remix",Sech,1726887,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
20,"TE MUDASTE","Bad Bunny",1680312,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
21,LOCATION,"KAROL G",1663678,https://open.spotify.com/track/478g4LSkyMB1PMkVOVmIaE
22,"Cabrón y Vago - En Vivo","El Fantasma",1656053,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU
23,"La Tóxica",Farruko,1652347,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
24,"Hasta Abajo","Kevin Roldan",1637405,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
25,"Más De La Una","Piso 21",1625177,https://open.spotify.com/track/00szcRmgqJGtqrfIUYkM1h
26,"Aquí Abajo","Christian Nodal",1595013,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG
27,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1563953,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
28,"Machu Picchu",Camilo,1553306,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
29,"Se Te Nota (with Guaynaa)","Lele Pons",1526540,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
30,"La Nota","Manuel Turizo",1515141,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
31,"Dime Cómo Quieres","Christian Nodal",1504406,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
32,"Parce (feat. Justin Quiles)",Maluma,1485288,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
33,"Leave The Door Open","Bruno Mars",1469887,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
34,"MONTERO (Call Me By Your Name)","Lil Nas X",1446767,https://open.spotify.com/track/3BZEcbdtXQSo7OrvKRJ6mb
35,"Levitating (feat. DaBaby)","Dua Lipa",1437492,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
36,"Ropa Cara",Camilo,1436390,https://open.spotify.com/track/2zY1iTaEgs8ROkkWtWLe7l
37,"La Curiosidad","Jay Wheeler",1419443,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
38,"Chica Ideal","Sebastian Yatra",1416424,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
39,"The Business",Tiësto,1385820,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
40,"GIRL LIKE ME","Black Eyed Peas",1384474,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
41,"Vida de Rico",Camilo,1347381,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
42,"EL MAKINON","KAROL G",1324160,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
43,"La Casita","Banda MS de Sergio Lizárraga",1323043,https://open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ
44,"Me La Avente","Carin Leon",1304366,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
45,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1286297,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
46,"De Los Besos Que Te Di","Christian Nodal",1254197,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
47,"drivers license","Olivia Rodrigo",1245482,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
48,BEBÉ,Camilo,1230998,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
49,"LA CANCIÓN","J Balvin",1230459,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
50,"Don't Start Now","Dua Lipa",1190400,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
51,"Pa' Olvidarme De Ella","Piso 21",1171574,https://open.spotify.com/track/3lR4O0vtkhCAvVEUEWUL0S
52,Tú,"Carin Leon",1102242,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
53,"Ramito De Violetas","Mi Banda El Mexicano",1088767,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
54,"Ahora Te Puedes Marchar","Luis Miguel",1085288,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
55,"2 Veces","Los Plebes del Rancho de Ariel Camacho",1059494,https://open.spotify.com/track/2G5kj8gYNAVM4pQ0IBBaGA
56,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,1055605,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
57,"BOOKER T","Bad Bunny",1047027,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
58,"No Me Conoce - Remix","Jhay Cortez",1036364,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
59,"Agua de Jamaica",Maluma,1031168,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
60,"Mi Cuarto","Jerry Di",1019643,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
61,"Tattoo - Remix with Camilo","Rauw Alejandro",1008103,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
62,"Watermelon Sugar","Harry Styles",1004620,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
63,Tusa,"KAROL G",1003815,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
64,"Ponte Pa' Mi","Justin Quiles",994064,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR
65,"Astronaut In The Ocean","Masked Wolf",993065,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
66,"Fuentes de Ortiz","Ed Maverick",990296,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
67,"La Mitad",Camilo,974268,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
68,"Se Me Olvidó","Christian Nodal",968601,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
69,"Palabra de Hombre","El Fantasma",965335,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
70,PROBLEMA,"Daddy Yankee",961179,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
71,Azul,"J Balvin",960940,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
72,"No Te Enamores - Remix",Milly,956967,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
73,"No Te Contaron Mal","Christian Nodal",955699,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
74,"Una Locura",Ozuna,948589,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
75,"El Güero (Feat. Marca MP)","Grupo Firme",947854,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
76,"Si Te Pudiera Mentir","Calibre 50",933050,https://open.spotify.com/track/3p6eieHX6oEOzJStPtEsLu
