,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Botella Tras Botella","Gera MX",8494320,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
2,Fiel,"Los Legendarios",5420919,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
3,AM,"Nio Garcia",4703366,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
4,"Pareja Del Año","Sebastian Yatra",4257941,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
5,DÁKITI,"Bad Bunny",3614270,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
6,telepatía,"Kali Uchis",3363872,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
7,Bandido,"Myke Towers",3046676,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
8,"EL MAKINON","KAROL G",2950154,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
9,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",2585295,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
10,"LA NOCHE DE ANOCHE","Bad Bunny",2541380,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
11,911,Sech,2401727,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX
12,BICHOTA,"KAROL G",2311179,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
13,Hawái,Maluma,2254641,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
14,Reloj,"Rauw Alejandro",2202373,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
15,"MONTERO (Call Me By Your Name)","Lil Nas X",2187784,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
16,"Levitating (feat. DaBaby)","Dua Lipa",2070739,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
17,"Hasta Que Me Olvides","Luis Miguel",2051835,https://open.spotify.com/track/6vPAmoERUMRoTZaCCSWQ12
18,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",2022610,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
19,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",1964645,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
20,"Leave The Door Open","Bruno Mars",1947696,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
21,"Aquí Abajo","Christian Nodal",1881206,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG
22,"Algo Mágico","Rauw Alejandro",1829487,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
23,"El Tóxico","Grupo Firme",1808052,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
24,"Blinding Lights","The Weeknd",1695166,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
25,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,1642880,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
