,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Todo De Ti","Rauw Alejandro",7014562,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
2,Yonaguni,"Bad Bunny",6351966,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
3,"Qué Más Pues?","J Balvin",4895239,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e
4,"AM Remix","Nio Garcia",4447391,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
5,"Botella Tras Botella","Gera MX",4397460,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
6,"Pareja Del Año","Sebastian Yatra",3624016,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
7,"Volando - Remix",Mora,3131021,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
8,DÁKITI,"Bad Bunny",2798364,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
9,Beggin',Måneskin,2672846,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
10,"Tiroteo - Remix","Marc Seguí",2512946,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
11,Fiel,"Los Legendarios",2377769,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
12,2/Catorce,"Rauw Alejandro",2311393,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
13,"Poblado - Remix","J Balvin",2234752,https://open.spotify.com/track/1WedZeiezCmCEOzLwhx0hV
14,Mónaco,LAGOS,2229833,https://open.spotify.com/track/3HgvO4B5LLmdPOT2d8cSZd
15,"Fiel - Remix",Wisin,2123764,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7
16,Sobrio,Maluma,2070882,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
17,"EL MAKINON","KAROL G",2060867,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
18,"Porte Exuberante","Natanael Cano",2033688,https://open.spotify.com/track/4DdnffqoFr9wDRlCACNmGf
19,"Ya Acabo","Marca MP",2032239,https://open.spotify.com/track/4H3t8C59tXjKf1R2iKtc5M
20,Hawái,Maluma,1832696,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
21,"Sal y Perrea",Sech,1771321,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
22,telepatía,"Kali Uchis",1762358,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
23,512,Mora,1752174,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
24,París,Ingratax,1722214,https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3
25,"Kiss Me More (feat. SZA)","Doja Cat",1718004,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
26,Bandido,"Myke Towers",1714903,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
27,AM,"Nio Garcia",1682935,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
28,Miénteme,TINI,1672280,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
29,"LA NOCHE DE ANOCHE","Bad Bunny",1669425,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
30,"El Tóxico","Grupo Firme",1654730,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
31,"Ram Pam Pam","Natti Natasha",1652361,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
32,"De Museo","Bad Bunny",1640203,https://open.spotify.com/track/267NGliXM8YLVZiKAD9Otm
33,"good 4 u","Olivia Rodrigo",1627736,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
34,"911 - Remix",Sech,1627682,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
35,"In Da Getto","J Balvin",1622597,https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ
36,"Permission to Dance",BTS,1619388,https://open.spotify.com/track/0LThjFY2iTtNdd4wviwVV2
37,Butter,BTS,1538111,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
38,"Aquí Abajo","Christian Nodal",1528250,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG
39,BICHOTA,"KAROL G",1513548,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
40,Saturno,"Pablo Alborán",1491375,https://open.spotify.com/track/2f0Ft2XdvNSMSY5TUlZgEz
41,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",1483899,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
42,"Nicky Jam: Bzrp Music Sessions, Vol. 41",Bizarrap,1442621,https://open.spotify.com/track/03LfOYi0icz4souspZVVhq
43,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1439499,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
44,"Cabrón y Vago - En Vivo","El Fantasma",1398978,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU
45,"Levitating (feat. DaBaby)","Dua Lipa",1377257,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
46,"Debo Entender","Santa Fe Klan",1371143,https://open.spotify.com/track/55mzJ0LftLnef8sxAjrMkU
