,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,telepatía,"Kali Uchis",4977494,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
2,DÁKITI,"Bad Bunny",4808495,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
3,BICHOTA,"KAROL G",4410610,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
4,Bandido,"Myke Towers",4036515,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
5,"LA NOCHE DE ANOCHE","Bad Bunny",3704524,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
6,Hawái,Maluma,2952942,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
7,"Save Your Tears","The Weeknd",2849538,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
8,Reloj,"Rauw Alejandro",2767294,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
9,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",2674867,https://open.spotify.com/track/0D75ciM842cdUMKSMfAR9y
10,"Ropa Cara",Camilo,2324023,https://open.spotify.com/track/2zY1iTaEgs8ROkkWtWLe7l
11,"Hecha Pa' Mi",Boza,2289985,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
12,"Algo Mágico","Rauw Alejandro",2267301,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
13,"Ella No Es Tuya - Remix","Rochy RD",2216730,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
14,"Blinding Lights","The Weeknd",2205008,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
15,"Relación - Remix",Sech,2036483,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
16,"TE MUDASTE","Bad Bunny",2014925,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
17,"Mi Niña",Wisin,1978709,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
18,"Hasta Abajo","Kevin Roldan",1886698,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
19,"Se Te Nota (with Guaynaa)","Lele Pons",1822408,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
20,"La Nota","Manuel Turizo",1822183,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
21,"Más De La Una","Piso 21",1819828,https://open.spotify.com/track/69Y5IZuBvGyzySFt5x7kCq
22,LOCATION,"KAROL G",1782782,https://open.spotify.com/track/5Km4r87BoX2qqtoprYS1gh
23,"Parce (feat. Justin Quiles)",Maluma,1767594,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
24,"La Tóxica",Farruko,1767177,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
25,"Machu Picchu",Camilo,1740396,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
26,"GIRL LIKE ME","Black Eyed Peas",1738317,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
27,"Vida de Rico",Camilo,1708551,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
28,"Cabrón y Vago - En Vivo","El Fantasma",1684970,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU
29,"drivers license","Olivia Rodrigo",1673103,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
30,BEBÉ,Camilo,1653635,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
31,"Chica Ideal","Sebastian Yatra",1636495,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
32,"Dime Cómo Quieres","Christian Nodal",1618641,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
33,"Aquí Abajo","Christian Nodal",1582387,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG
34,"La Curiosidad","Jay Wheeler",1530992,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
35,"El Tóxico","Grupo Firme",1515622,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
36,"Calla Tú","Danna Paola",1480553,https://open.spotify.com/track/7jL2tCE0Xn2tunqWayBkte
37,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1480340,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
38,Fiel,"Los Legendarios",1463823,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
39,"BOOKER T","Bad Bunny",1432068,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
40,"Pa' Olvidarme De Ella","Piso 21",1406813,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
41,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1391111,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
42,Duele,"Alejandro Fernández",1344742,https://open.spotify.com/track/6CFaze42M5wiTqMidNtJLE
43,Jeans,"Justin Quiles",1336049,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
44,"LA CANCIÓN","J Balvin",1268432,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
45,"Me La Avente","Carin Leon",1266921,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
46,Tusa,"KAROL G",1260251,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
47,"La Casita","Banda MS de Sergio Lizárraga",1238511,https://open.spotify.com/track/0vtYnEw1eJwW26BrBnOAYJ
48,"Mi Cuarto","Jerry Di",1230513,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
49,"No Te Enamores - Remix",Milly,1216225,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
50,"De Los Besos Que Te Di","Christian Nodal",1215392,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
51,"Ponte Pa' Mi","Justin Quiles",1188688,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR
52,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,1183572,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
53,TUY,"Cartel De Santa",1182084,https://open.spotify.com/track/7IQB5Jkkf8bKW6BDdEu97N
54,"Mi Tío Snoop",Aleman,1166086,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6
55,"Agua de Jamaica",Maluma,1138844,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
56,"Ay, DiOs Mío!","KAROL G",1129064,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
57,Tú,"Carin Leon",1117710,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
58,Azul,"J Balvin",1117677,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
59,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,1117574,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI
60,"Los No Tan Tristes","Nanpa Básico",1107568,https://open.spotify.com/track/2iS1BUa0VwSil4uQ89cfst
61,"Tattoo - Remix with Camilo","Rauw Alejandro",1088517,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
62,"Ramito De Violetas","Mi Banda El Mexicano",1088094,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
63,Nada,"Cali Y El Dandee",1086211,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
64,"No Me Conoce - Remix","Jhay Cortez",1083353,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
65,"Ahora Te Puedes Marchar","Luis Miguel",1069947,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
66,"Se Me Olvidó","Christian Nodal",1050685,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
67,"2 Veces","Los Plebes del Rancho de Ariel Camacho",1046805,https://open.spotify.com/track/2G5kj8gYNAVM4pQ0IBBaGA
68,"La Jeepeta - Remix","Nio Garcia",1045828,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
69,"La Mitad",Camilo,1036889,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
70,Safaera,"Bad Bunny",1028715,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
71,"Don't Start Now","Dua Lipa",1026559,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
72,"Si Veo a Tu Mamá","Bad Bunny",1020541,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
73,"Una Locura",Ozuna,1020227,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
74,"HACIENDO QUE ME AMAS","Bad Bunny",1019590,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
75,"Fuentes de Ortiz","Ed Maverick",1005489,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
